what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677220199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677227976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677230440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677234255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677235392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677240120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677242728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677243752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677246031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677252203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677258099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1484677260891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484677262248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677262943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677268912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677270911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677279130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677282518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677282604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484677284935
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1484677289670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677295377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677303785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1484677309812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1484677311072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677315315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677317766
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1484677317808
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1484677322931
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1484677324134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484677329363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484677330657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678416364
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1484678418611
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1484678419200
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1484678419202
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1484678419235
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1484678419247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678422443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678440351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678444370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678445844
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1484678445888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1484678446925
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1484678449727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678457416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678503936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1484678512250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678519179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678523141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678529779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678531773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678532883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678543647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678555668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678556629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1484678559593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678569382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484678574607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1484678576199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1484678595721
