what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486809049346
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486809049507
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486809052360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486809052484
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809055060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809060398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809061141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809061826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486809064752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809065552
error,log,,,"Could not write metadata for '/Servers'.",1486809065590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1486809065598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809081447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809086405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1486809086451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809099658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809231768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809237849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809244026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809254687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809263043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809263634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809264046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809271364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809280381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809457773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809467336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809468063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809468314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809516990
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809524468
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809530258
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809550682
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809556153
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809653529
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809666459
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809673221
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809684184
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809696898
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809700583
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809702563
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809705164
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809720936
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809724858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1486809737133
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486809739036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486809748424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486809760871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809762231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486809772369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809808478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1486809808528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486809816257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809819499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486809820927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486809822313
error,log,,,"Could not write metadata for '/Servers'.",1486810061180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486810061222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486810207420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486810208820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486810301129
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486810307198
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486810316282
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1486810318510
