what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019640120
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1485019646056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485019647196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019672065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019691194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485019709940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485019737244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485019739643
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1485019744553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019748716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019755050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1485019755089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019769529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1485019770867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1485019771634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019786949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019792653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019798763
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1485019798939
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1485019799017
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1485019800303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019803576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019819621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019821173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019822023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019822616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485019823558
